method,model,station,family,grouping,group,period,usable,note,fallback_used,applied_grouping,applied_group,wet_threshold_obs_mm,wet_threshold_model_mm,n_obs_wet_cal,n_mod_wet_cal,n_input,n_wet_target,n_delta_clipped_low,n_delta_clipped_high,n_output_capped,output_cap_mm,max_output_mm,obs_dist,obs_aic,obs_ks_d,obs_ks_p,obs_n_params,mod_dist,mod_aic,mod_ks_d,mod_ks_p,mod_n_params
QDM_NP_monthly,CESM2,500004,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,7.42975,155,155,620,155,0,0,0,,79.3,,,,,,,,,,
QDM_NP_monthly,CESM2,500004,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,7.42975,155,155,434,113,0,0,0,,65.30044347322371,,,,,,,,,,
QDM_NP_monthly,CESM2,500004,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,14.829985000000008,57,57,600,57,0,0,0,,94.4,,,,,,,,,,
QDM_NP_monthly,CESM2,500004,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,14.829985000000008,57,57,420,64,0,0,0,,155.43375739405235,,,,,,,,,,
QDM_NP_monthly,CESM2,500004,nonparametric,monthly,12,calibration,False,"insufficient wet days obs=9, model=9",True,annual,all,1.0,6.0620290322580646,9,9,620,19,0,0,0,,73.07455005802572,,,,,,,,,,
QDM_NP_monthly,CESM2,500004,nonparametric,monthly,12,validation,False,"insufficient wet days obs=9, model=9",True,annual,all,1.0,6.0620290322580646,9,9,434,22,0,0,0,,37.61487645367605,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.247,36,35,620,35,0,0,0,,9.475714285714286,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.247,36,35,434,10,0,0,0,,3.7225754595981178,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,1.0788571428571432,60,60,560,60,0,0,0,,10.4,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,1.0788571428571432,60,60,392,17,0,0,0,,6.231460305750236,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,0.33,132,130,620,130,0,0,0,,32.3,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,0.33,132,130,434,93,0,0,0,,112.71105693039134,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.19045666666666666,274,274,600,274,0,0,0,,39.0,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.19045666666666666,274,274,420,178,0,0,0,,58.45019235699243,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.013859677419354868,533,533,620,533,0,0,0,,42.0,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.013859677419354868,533,533,434,379,0,0,0,,58.41180479577453,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,0.056786666666666694,536,536,600,536,0,0,0,,24.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,0.056786666666666694,536,536,420,376,0,0,0,,21.975297618830695,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,0.030938709677419348,582,582,620,582,0,0,0,,38.6,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,0.030938709677419348,582,582,434,382,0,0,0,,44.724215057604454,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,0.04269354838709673,601,601,620,601,0,0,0,,48.3,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,0.04269354838709673,601,601,434,411,0,0,0,,52.35807059501712,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,0.12074999999999986,575,575,600,575,0,0,0,,47.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,0.12074999999999986,575,575,420,405,0,0,0,,53.621431035606605,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,0.6079290322580647,513,513,620,513,0,0,0,,35.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,0.6079290322580647,513,513,434,384,0,0,0,,29.46430121039791,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,3.3347066666666665,256,256,600,256,0,0,0,,40.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,3.3347066666666665,256,256,420,226,0,0,0,,65.01958423027575,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,12,calibration,True,,False,monthly,12,1.0,2.230266129032258,75,75,620,75,0,0,0,,33.6,,,,,,,,,,
QDM_NP_monthly,CESM2,500005,nonparametric,monthly,12,validation,True,,False,monthly,12,1.0,2.230266129032258,75,75,434,74,0,0,0,,21.348900600540393,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.0783548387096817,40,40,620,40,0,0,0,,9.0,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.0783548387096817,40,40,434,10,0,0,0,,3.7307305074080412,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,1.0690892857142853,61,61,560,61,0,0,0,,9.6,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,1.0690892857142853,61,61,392,17,0,0,0,,6.049535253090253,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,0.3238709677419354,135,135,620,135,0,0,0,,30.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,0.3238709677419354,135,135,434,96,0,0,0,,104.96130464799526,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.1824733333333333,284,284,600,284,0,0,0,,34.2,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.1824733333333333,284,284,420,187,0,0,0,,51.808542919475244,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.012,536,534,620,534,0,0,0,,46.078089887640886,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.012,536,534,434,379,0,0,0,,62.11538760665552,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,0.0465083333333335,541,541,600,541,0,0,0,,24.3,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,0.0465083333333335,541,541,420,379,0,0,0,,20.37354927264704,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,0.025,585,584,620,584,0,0,0,,36.296147260274026,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,0.025,585,584,434,383,0,0,0,,41.07600111700177,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,0.029753225806451837,603,603,620,603,0,0,0,,43.4,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,0.029753225806451837,603,603,434,413,0,0,0,,47.23526704119825,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,0.08658000000000023,582,582,600,582,0,0,0,,42.8,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,0.08658000000000023,582,582,420,408,0,0,0,,48.59097079303447,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,0.5128435483870968,523,523,620,523,0,0,0,,34.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,0.5128435483870968,523,523,434,391,0,0,0,,30.22880553572534,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,3.1651466666666663,268,268,600,268,0,0,0,,35.3,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,3.1651466666666663,268,268,420,237,0,0,0,,57.73883415052797,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,12,calibration,True,,False,monthly,12,1.0,2.1450451612903225,81,81,620,81,0,0,0,,29.5,,,,,,,,,,
QDM_NP_monthly,CESM2,500006,nonparametric,monthly,12,validation,True,,False,monthly,12,1.0,2.1450451612903225,81,81,434,78,0,0,0,,19.41895277192521,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.18023709677419,37,37,620,37,0,0,0,,42.6,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.18023709677419,37,37,434,10,0,0,0,,12.808159082995095,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,1.0528821428571424,62,62,560,62,0,0,0,,22.0,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,1.0528821428571424,62,62,392,18,0,0,0,,14.778275783215197,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,0.3523709677419354,115,115,620,115,0,0,0,,41.2,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,0.3523709677419354,115,115,434,85,0,0,0,,141.91473941937738,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.20642333333333335,254,254,600,254,0,0,0,,38.8,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.20642333333333335,254,254,420,163,0,0,0,,58.80935623203174,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.04857419354838709,488,488,620,488,0,0,0,,115.6,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.04857419354838709,488,488,434,351,0,0,0,,143.3693458341089,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,0.23843000000000056,498,498,600,498,0,0,0,,22.5,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,0.23843000000000056,498,498,420,353,0,0,0,,19.393040196996846,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,0.2708000000000001,527,527,620,527,0,0,0,,30.2,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,0.2708000000000001,527,527,434,328,0,0,0,,34.000273277926546,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,0.14454516129032255,573,573,620,573,0,0,0,,30.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,0.14454516129032255,573,573,434,398,0,0,0,,33.96334062315177,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,0.18639999999999982,555,555,600,555,0,0,0,,37.0,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,0.18639999999999982,555,555,420,401,0,0,0,,41.40910105223562,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,0.8574500000000006,489,489,620,489,0,0,0,,146.5,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,0.8574500000000006,489,489,434,367,0,0,0,,116.01751704412357,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,4.004933333333333,220,220,600,220,0,0,0,,118.3,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,4.004933333333333,220,220,420,207,0,0,0,,193.42889289099872,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,12,calibration,True,,False,monthly,12,1.0,2.5726209677419356,55,55,620,55,0,0,0,,18.9,,,,,,,,,,
QDM_NP_monthly,CESM2,500007,nonparametric,monthly,12,validation,True,,False,monthly,12,1.0,2.5726209677419356,55,55,434,58,0,0,0,,17.237999654293247,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.5712467741935487,51,51,620,51,0,0,0,,6.2,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.5712467741935487,51,51,434,20,0,0,0,,4.230757237773142,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,1.4516964285714284,65,65,560,65,0,0,0,,12.7,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,1.4516964285714284,65,65,392,30,0,0,0,,7.292735661299074,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,0.4991774193548388,146,146,620,146,0,0,0,,25.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,0.4991774193548388,146,146,434,105,0,0,0,,63.60763883464817,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.1960766666666667,323,323,600,323,0,0,0,,23.8,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.1960766666666667,323,323,420,236,0,0,0,,20.235548554484172,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.022,561,560,620,560,0,0,0,,67.96508928571362,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.022,561,560,434,385,0,0,0,,104.89369038320966,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,0.019,558,557,600,557,0,0,0,,29.691561938958937,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,0.019,558,557,420,398,0,0,0,,29.948853898686828,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,0.014938709677419346,601,601,620,601,0,0,0,,21.7,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,0.014938709677419346,601,601,434,404,0,0,0,,27.62983699206213,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,0.01698387096774193,610,610,620,610,0,0,0,,30.6,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,0.01698387096774193,610,610,434,425,0,0,0,,41.99515806006618,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,0.011960000000000023,597,597,600,597,0,0,0,,30.2,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,0.011960000000000023,597,597,420,419,0,0,0,,40.20403560965619,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,0.22889838709677418,557,557,620,557,0,0,0,,47.9,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,0.22889838709677418,557,557,434,406,0,0,0,,42.81252331753335,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,1.7028166666666666,338,338,600,338,0,0,0,,43.6,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,1.7028166666666666,338,338,420,285,0,0,0,,52.545446428894564,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,12,calibration,True,,False,monthly,12,1.0,1.919,147,146,620,146,0,0,0,,11.091780821917805,,,,,,,,,,
QDM_NP_monthly,CESM2,500008,nonparametric,monthly,12,validation,True,,False,monthly,12,1.0,1.919,147,146,434,98,0,0,0,,11.288793924136336,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,1.9634258064516132,44,44,620,44,0,0,0,,16.7,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,1.9634258064516132,44,44,434,11,0,0,0,,2.988709503820902,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,1.0528821428571424,62,62,560,62,0,0,0,,16.0,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,1.0528821428571424,62,62,392,18,0,0,0,,5.71934344589273,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,0.3302096774193548,130,130,620,130,0,0,0,,17.7,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,0.3302096774193548,130,130,434,93,0,0,0,,61.69484848290421,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.17649499999999999,297,297,600,297,0,0,0,,25.1,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.17649499999999999,297,297,420,191,0,0,0,,37.56742511091239,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.011,541,540,620,540,0,0,0,,48.79592592592605,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.011,541,540,434,380,0,0,0,,68.17704181093868,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,0.03273500000000007,547,547,600,547,0,0,0,,22.8,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,0.03273500000000007,547,547,420,385,0,0,0,,18.607518560624573,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,0.007909677419354843,592,592,620,592,0,0,0,,43.4,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,0.007909677419354843,592,592,434,393,0,0,0,,45.76644329891646,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,0.029753225806451837,603,603,620,603,0,0,0,,40.2,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,0.029753225806451837,603,603,434,413,0,0,0,,43.73674622596294,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,0.0379783333333333,587,587,600,587,0,0,0,,31.5,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,0.0379783333333333,587,587,420,410,0,0,0,,36.34701553244016,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,0.4174919354838709,535,535,620,535,0,0,0,,39.9,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,0.4174919354838709,535,535,434,394,0,0,0,,31.356715089539044,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,2.780465,293,293,600,293,0,0,0,,25.4,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,2.780465,293,293,420,250,0,0,0,,41.15785782616147,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,12,calibration,True,,False,monthly,12,1.0,1.9951629032258067,101,101,620,101,0,0,0,,12.4,,,,,,,,,,
QDM_NP_monthly,CESM2,500009,nonparametric,monthly,12,validation,True,,False,monthly,12,1.0,1.9951629032258067,101,101,434,83,0,0,0,,9.792090281924104,,,,,,,,,,
QDM_NP_monthly,CESM2,500201,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.296780645161285,32,32,620,32,0,0,0,,87.2,,,,,,,,,,
QDM_NP_monthly,CESM2,500201,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.296780645161285,32,32,434,10,0,0,0,,30.435493816626252,,,,,,,,,,
QDM_NP_monthly,CESM2,500201,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,1.1968,48,48,560,48,0,0,0,,43.3,,,,,,,,,,
QDM_NP_monthly,CESM2,500201,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,1.1968,48,48,392,15,0,0,0,,29.308487715149127,,,,,,,,,,
QDM_NP_monthly,CESM2,500201,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,0.5831096774193548,68,68,620,68,0,0,0,,79.0,,,,,,,,,,
QDM_NP_monthly,CESM2,500201,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,0.5831096774193548,68,68,434,51,0,0,0,,271.4522857708292,,,,,,,,,,
QDM_NP_monthly,CESM2,500201,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.49868333333333326,82,82,600,82,0,0,0,,65.3,,,,,,,,,,
